ID,Date,Feeding_Time,Pellet_Cake,Fish_Prawn,Swimming_Eratically,Body_Coloration,Rubbing,Remarks
MGC5,18/8/22,AM,1,1,0,0,,
MGC5,18/8/22,PM,1,1,0,0,,
MGC6,18/8/22,AM,1,0,0,0,,
MGC6,18/8/22,PM,0,1,0,0,,
MGC1,19/8/22,AM,0,1,0,0,,
MGC1,19/8/22,PM,0,1,0,0,,
MGC2,19/8/22,AM,1,1,0,0,,
MGC2,19/8/22,PM,0,1,0,0,,
MGC3,19/8/22,AM,0,1,0,0,,
MGC3,19/8/22,PM,0,1,0,0,,
MGC4,19/8/22,AM,1,1,0,0,,
MGC4,19/8/22,PM,1,1,0,0,,
MGC5,19/8/22,AM,1,1,0,0,,
MGC5,19/8/22,PM,1,1,0,0,,
MGC6,19/8/22,AM,0,0,0,0,,
MGC6,19/8/22,PM,0,0,0,0,,
MGC1,21/8/22,AM,1,1,0,0,,
MGC1,21/8/22,PM,NA,1,0,0,,
MGC2,21/8/22,AM,1,1,0,0,,
MGC2,21/8/22,PM,NA,1,0,0,,
MGC3,21/8/22,AM,1,1,0,0,,
MGC3,21/8/22,PM,NA,1,0,0,,
MGC4,21/8/22,AM,1,1,0,0,,
MGC4,21/8/22,PM,NA,1,0,0,,
MGC5,21/8/22,AM,0,0,0,0,,
MGC5,21/8/22,PM,NA,1,0,0,,
MGC6,21/8/22,AM,1,0,0,0,,
MGC6,21/8/22,PM,NA,1,0,0,,
MGC1,22/8/22,AM,NA,NA,0,0,,
MGC1,22/8/22,PM,0,1,0,0,,
MGC2,22/8/21,AM,NA,NA,0,0,,
MGC2,22/8/20,PM,1,1,0,0,,
MGC3,22/8/19,AM,NA,NA,0,0,,
MGC3,22/8/18,PM,0,1,0,0,,
MGC4,22/8/17,AM,NA,NA,0,0,,
MGC4,22/8/16,PM,1,1,0,0,,
MGC5,22/8/15,AM,NA,NA,0,0,,
MGC5,22/8/14,PM,1,1,0,0,,
MGC6,22/8/13,AM,NA,NA,0,0,,
MGC6,22/8/12,PM,1,0,0,0,,
MGC1,23/8/22,AM,1,1,0,0,,
MGC1,23/8/22,PM,NA,NA,0,0,,
MGC2,23/8/22,AM,1,1,0,0,,
MGC2,23/8/22,PM,NA,NA,0,0,,
MGC3,23/8/22,AM,0,0,0,0,,
MGC3,23/8/22,PM,NA,NA,0,1,,
MGC4,23/8/22,AM,1,1,0,0,,
MGC4,23/8/22,PM,NA,NA,0,0,,
MGC5,23/8/22,AM,1,0,0,0,,
MGC5,23/8/22,PM,NA,NA,0,0,,
MGC6,23/8/22,AM,0,1,0,0,,
MGC6,23/8/22,PM,NA,NA,0,1,,
MGC1,24/8/22,AM,1,1,0,0,,
MGC1,24/8/22,PM,1,1,0,0,,
MGC2,24/8/22,AM,0,1,0,0,,
MGC2,24/8/22,PM,0,1,0,0,,
MGC3,24/8/22,AM,1,0,0,1,,
MGC3,24/8/22,PM,1,1,0,1,,
MGC4,24/8/22,AM,1,1,0,0,,
MGC4,24/8/22,PM,0,1,0,0,,
MGC5,24/8/22,AM,0,0,0,0,,
MGC5,24/8/22,PM,1,1,0,0,,
MGC6,24/8/22,AM,1,1,0,0,,
MGC6,24/8/22,PM,0,0,0,0,,
MGC1,25/8/22,AM,1,1,0,0,,
MGC1,25/8/22,PM,0,1,0,0,,
MGC2,25/8/22,AM,0,1,0,0,,
MGC2,25/8/22,PM,0,0,0,0,,
MGC3,25/8/22,AM,0,0,0,1,,
MGC3,25/8/22,PM,0,0,0,1,,
MGC4,25/8/22,AM,0,0,0,1,,
MGC4,25/8/22,PM,1,0,0,0,,
MGC5,25/8/22,AM,0,0,0,1,,
MGC5,25/8/22,PM,1,1,0,0,,
MGC6,25/8/22,AM,0,0,0,1,,
MGC6,25/8/22,PM,0,0,0,0,,
MGC1,26/8/22,AM,0,1,0,0,,
MGC1,26/8/22,PM,0,1,0,0,,
MGC2,26/8/22,AM,0,1,0,0,,
MGC2,26/8/22,PM,0,1,0,0,,
MGC3,26/8/22,AM,0,1,0,1,,
MGC3,26/8/22,PM,0,1,0,1,,
MGC4,26/8/22,AM,1,1,0,0,,
MGC4,26/8/22,PM,1,1,0,0,,
MGC5,26/8/22,AM,0,0,0,0,,
MGC5,26/8/22,PM,1,1,0,0,,
MGC6,26/8/22,AM,1,0,0,0,,
MGC6,26/8/22,PM,1,0,0,0,,
MGC1,27/8/22,AM,1,1,0,0,,
MGC1,27/8/22,PM,0,0,0,0,,
MGC2,27/8/22,AM,0,1,0,0,,
MGC2,27/8/22,PM,0,0,0,0,,
MGC3,27/8/22,AM,1,1,0,0,,
MGC3,27/8/22,PM,0,1,0,0,,
MGC4,27/8/22,AM,1,1,0,0,,
MGC4,27/8/22,PM,0,1,0,0,,
MGC5,27/8/22,AM,0,1,0,0,,
MGC5,27/8/22,PM,0,0,0,0,,
MGC6,27/8/22,AM,1,0,0,0,,
MGC6,27/8/22,PM,0,0,0,0,,
MGC1,28/8/22,AM,0,1,0,0,,
MGC1,28/8/22,PM,1,1,0,0,,
MGC2,28/8/22,AM,0,1,0,0,,
MGC2,28/8/22,PM,0,1,0,0,,
MGC3,28/8/22,AM,1,0,0,0,,
MGC3,28/8/22,PM,0,1,0,0,,
MGC4,28/8/22,AM,0,1,0,0,,
MGC4,28/8/22,PM,1,1,0,0,,
MGC5,28/8/22,AM,1,1,0,0,,
MGC5,28/8/22,PM,0,0,0,0,,
MGC6,28/8/22,AM,0,0,0,0,,
MGC6,28/8/22,PM,0,0,0,0,,
MGC1,29/8/22,AM,1,1,0,0,,
MGC1,29/8/22,PM,1,1,0,0,,
MGC2,29/8/22,AM,0,0,0,0,,
MGC2,29/8/22,PM,1,0,0,0,,
MGC3,29/8/22,AM,1,0,0,0,,
MGC3,29/8/22,PM,1,1,0,0,,
MGC4,29/8/22,AM,0,0,0,0,,
MGC4,29/8/22,PM,0,1,0,0,,
MGC5,29/8/22,AM,1,1,0,0,,
MGC5,29/8/22,PM,0,0,0,0,,
MGC6,29/8/22,AM,1,0,0,0,,
MGC6,29/8/22,PM,0,0,0,0,,
MGC1,30/8/22,AM,0,1,0,0,,keuh eaten by other
MGC1,30/8/22,PM,0,1,0,0,,
MGC2,30/8/22,AM,0,1,0,0,,keuh eaten by other
MGC2,30/8/22,PM,0,0,0,0,,
MGC3,30/8/22,AM,0,1,0,0,,keuh eaten by other
MGC3,30/8/22,PM,0,1,0,0,,
MGC4,30/8/22,AM,0,1,0,0,,keuh eaten by other
MGC4,30/8/22,PM,0,1,0,0,,
MGC5,30/8/22,AM,0,0,0,0,,keuh eaten by other
MGC5,30/8/22,PM,0,0,0,0,,
MGC6,30/8/22,AM,0,0,0,0,,keuh eaten by other
MGC6,30/8/22,PM,0,1,0,0,,
MGC1,31/8/22,AM,1,1,0,0,0,
MGC1,31/8/22,PM,1,1,0,0,0,
MGC2,31/8/22,AM,0,1,0,0,0,
MGC2,31/8/22,PM,0,1,0,0,0,
MGC3,31/8/22,AM,0,0,1,1,1,
MGC3,31/8/22,PM,0,0,1,1,1,
MGC4,31/8/22,AM,0,1,0,1,0,
MGC4,31/8/22,PM,0,0,1,1,0,
MGC5,31/8/22,AM,0,0,1,1,0,
MGC5,31/8/22,PM,0,0,1,1,0,
MGC6,31/8/22,AM,1,0,0,0,0,
MGC6,31/8/22,PM,1,0,0,0,0,
MGC1,1/9/22,AM,0,1,0,0,,
MGC1,1/9/22,PM,NA,NA,NA,NA,,
MGC2,1/9/22,AM,1,1,0,0,,
MGC2,1/9/22,PM,NA,NA,NA,NA,,
MGC3,1/9/22,AM,0,0,1,1,,
MGC3,1/9/22,PM,NA,NA,NA,NA,,
MGC4,1/9/22,AM,0,0,1,1,,
MGC4,1/9/22,PM,NA,NA,NA,NA,,
MGC5,1/9/22,AM,0,0,1,1,,
MGC5,1/9/22,PM,NA,NA,NA,NA,,
MGC6,1/9/22,AM,1,1,0,0,,
MGC6,1/9/22,PM,NA,NA,NA,NA,,
MGC1,2/9/22,AM,1,1,0,0,,
MGC1,2/9/22,PM,1,1,0,0,,
MGC2,2/9/22,AM,1,1,0,0,,
MGC2,2/9/22,PM,1,1,0,0,,
MGC3,2/9/22,AM,0,0,0,1,,
MGC3,2/9/22,PM,0,0,0,1,,
MGC4,2/9/22,AM,1,0,0,1,,
MGC4,2/9/22,PM,1,0,0,1,,
MGC5,2/9/22,AM,0,0,0,0,,
MGC5,2/9/22,PM,0,0,0,0,,
MGC6,2/9/22,AM,1,0,0,0,,
MGC6,2/9/22,PM,1,0,0,0,,
MGC1,3/9/22,AM,1,1,0,0,,
MGC1,3/9/22,PM,0,0,0,0,,
MGC2,3/9/22,AM,1,1,0,0,,
MGC2,3/9/22,PM,0,0,0,0,,
MGC3,3/9/22,AM,1,1,0,0,,
MGC3,3/9/22,PM,0,0,0,0,,
MGC4,3/9/22,AM,0,0,0,1,,
MGC4,3/9/22,PM,0,0,0,1,,
MGC5,3/9/22,AM,0,0,0,0,,
MGC5,3/9/22,PM,0,0,0,0,,
MGC6,3/9/22,AM,1,0,0,0,,
MGC6,3/9/22,PM,0,0,0,0,,
MGC1,4/9/22,AM,1,1,0,0,0,
MGC1,4/9/22,PM,1,1,0,0,0,
MGC2,4/9/22,AM,1,1,0,0,0,
MGC2,4/9/22,PM,0,1,0,0,0,
MGC3,4/9/22,AM,0,0,0,0,0,
MGC3,4/9/22,PM,0,0,0,0,0,
MGC4,4/9/22,AM,0,1,0,1,0,
MGC4,4/9/22,PM,0,0,0,1,0,
MGC5,4/9/22,AM,0,0,0,0,0,
MGC5,4/9/22,PM,0,0,0,0,0,
MGC6,4/9/22,AM,0,0,1,1,1,
MGC6,4/9/22,PM,0,0,1,1,1,
MGC1,5/9/22,AM,1,1,0,0,0,
MGC1,5/9/22,PM,1,1,0,0,0,
MGC2,5/9/22,AM,1,1,0,0,0,
MGC2,5/9/22,PM,0,1,0,0,0,
MGC3,5/9/22,AM,0,0,1,1,1,
MGC3,5/9/22,PM,0,0,1,1,1,
MGC4,5/9/22,AM,0,0,1,1,0,
MGC4,5/9/22,PM,0,0,1,1,1,
MGC5,5/9/22,AM,0,0,1,0,0,
MGC5,5/9/22,PM,0,0,1,0,1,
MGC6,5/9/22,AM,0,0,1,1,0,
MGC6,5/9/22,PM,0,0,1,1,1,
MGC1,6/9/22,AM,1,0,0,0,0,
MGC1,6/9/22,PM,1,1,0,0,0,
MGC2,6/9/22,AM,1,0,0,0,0,
MGC2,6/9/22,PM,0,0,1,0,1,
MGC3,6/9/22,AM,0,0,1,1,1,
MGC3,6/9/22,PM,0,0,1,1,0,
MGC4,6/9/22,AM,0,0,1,1,1,
MGC4,6/9/22,PM,0,0,1,1,1,
MGC5,6/9/22,AM,0,0,0,0,0,
MGC5,6/9/22,PM,0,0,1,0,1,
MGC6,6/9/22,AM,0,0,1,1,1,
MGC6,6/9/22,PM,0,0,1,1,1,
MGC1,7/9/22,AM,0,1,0,0,0,
MGC1,7/9/22,PM,0,1,0,0,0,
MGC2,7/9/22,AM,0,1,0,0,0,
MGC2,7/9/22,PM,0,0,1,1,1,
MGC3,7/9/22,AM,0,0,1,1,1,
MGC3,7/9/22,PM,0,0,1,1,1,
MGC4,7/9/22,AM,0,0,1,1,1,
MGC4,7/9/22,PM,0,0,1,1,1,
MGC5,7/9/22,AM,0,0,1,1,1,
MGC5,7/9/22,PM,0,0,1,1,1,
MGC6,7/9/22,AM,0,0,1,1,1,
MGC6,7/9/22,PM,0,0,1,1,1,
MGC1,8/9/22,AM,1,1,0,0,0,
MGC1,8/9/22,PM,1,1,0,0,0,
MGC2,8/9/22,AM,0,0,0,0,0,
MGC2,8/9/22,PM,0,0,0,0,0,
MGC3,8/9/22,AM,0,0,1,1,1,
MGC3,8/9/22,PM,0,0,1,1,1,
MGC4,8/9/22,AM,0,0,1,1,1,
MGC4,8/9/22,PM,0,0,1,0,0,
MGC5,8/9/22,AM,0,0,1,1,1,
MGC5,8/9/22,PM,0,0,1,0,1,
MGC6,8/9/22,AM,0,0,1,1,1,
MGC6,8/9/22,PM,0,0,1,1,1,
MGC1,9/9/22,AM,1,1,0,0,,
MGC1,9/9/22,PM,1,1,0,0,,
MGC2,9/9/22,AM,0,0,0,0,,
MGC2,9/9/22,PM,0,0,1,1,,
MGC3,9/9/22,AM,0,0,1,1,,
MGC3,9/9/22,PM,0,0,1,1,,
MGC4,9/9/22,AM,0,0,0,1,,
MGC4,9/9/22,PM,0,0,0,1,,
MGC5,9/9/22,AM,0,0,1,1,,
MGC5,9/9/22,PM,0,0,1,1,,
MGC6,9/9/22,AM,0,0,1,1,,
MGC6,9/9/22,PM,0,0,1,1,,
MGC1,10/9/22,AM,1,1,0,0,,
MGC1,10/9/22,PM,0,0,0,0,,
MGC2,10/9/22,AM,0,0,0,0,,
MGC2,10/9/22,PM,0,0,0,0,,
MGC3,10/9/22,AM,0,0,0,1,,
MGC3,10/9/22,PM,0,0,0,1,,
MGC4,10/9/22,AM,0,0,0,1,,
MGC4,10/9/22,PM,0,0,0,1,,
MGC5,10/9/22,AM,0,0,0,1,,
MGC5,10/9/22,PM,0,0,0,1,,
MGC6,10/9/22,AM,1,0,0,1,,
MGC6,10/9/22,PM,1,0,0,0,,
MGC1,11/9/22,AM,1,1,0,0,,
MGC1,11/9/22,PM,1,1,0,0,,
MGC2,11/9/22,AM,0,0,0,0,,
MGC2,11/9/22,PM,0,0,1,1,,
MGC3,11/9/22,AM,0,0,0,1,,
MGC3,11/9/22,PM,0,0,0,1,,
MGC4,11/9/22,AM,0,0,1,1,,
MGC4,11/9/22,PM,0,0,1,1,,
MGC5,11/9/22,AM,0,0,0,1,,
MGC5,11/9/22,PM,0,0,0,1,,
MGC6,11/9/22,AM,1,0,0,0,,
MGC6,11/9/22,PM,1,0,0,0,,
MGC1,12/9/22,AM,1,1,0,0,,
MGC1,12/9/22,PM,1,1,0,0,,
MGC2,12/9/22,AM,0,0,0,1,,
MGC2,12/9/22,PM,0,0,1,1,,
MGC3,12/9/22,AM,0,0,0,1,,
MGC3,12/9/22,PM,0,0,0,1,,
MGC4,12/9/22,AM,0,0,1,1,,
MGC4,12/9/22,PM,0,0,1,1,,
MGC5,12/9/22,AM,0,0,0,1,,
MGC5,12/9/22,PM,0,1,0,1,,
MGC6,12/9/22,AM,1,0,0,0,,
MGC6,12/9/22,PM,0,0,0,0,,
MGC1,13/9/22,AM,1,1,0,0,0,
MGC1,13/9/22,PM,1,0,0,0,0,
MGC2,13/9/22,AM,0,0,0,1,0,
MGC2,13/9/22,PM,0,0,1,1,1,
MGC3,13/9/22,AM,0,0,1,1,1,
MGC3,13/9/22,PM,0,0,1,1,1,
MGC4,13/9/22,AM,0,0,1,1,0,
MGC4,13/9/22,PM,0,0,1,1,1,
MGC5,13/9/22,AM,0,0,1,1,0,
MGC5,13/9/22,PM,0,0,1,1,1,
MGC6,13/9/22,AM,1,0,1,1,1,
MGC6,13/9/22,PM,1,0,1,1,1,
MGC1,14/9/22,AM,1,1,0,0,0,
MGC1,14/9/22,PM,1,0,0,1,0,
MGC2,14/9/22,AM,0,0,1,1,0,
MGC2,14/9/22,PM,0,0,1,1,0,
MGC3,14/9/22,AM,0,0,1,1,0,
MGC3,14/9/22,PM,0,0,1,1,0,
MGC4,14/9/22,AM,0,0,1,1,0,
MGC4,14/9/22,PM,0,0,1,1,0,
MGC5,14/9/22,AM,0,0,1,1,1,
MGC5,14/9/22,PM,0,0,1,1,0,
MGC6,14/9/22,AM,1,0,0,0,0,
MGC6,14/9/22,PM,1,0,0,1,0,
MGC1,15/9/22,AM,1,1,0,1,,
MGC1,15/9/22,PM,1,1,0,1,,
MGC2,15/9/22,AM,0,0,0,1,,
MGC2,15/9/22,PM,0,0,0,1,,
MGC3,15/9/22,AM,0,0,1,1,,
MGC3,15/9/22,PM,0,0,0,1,,
MGC4,15/9/22,AM,0,0,0,1,,
MGC4,15/9/22,PM,0,0,0,1,,
MGC5,15/9/22,AM,0,0,0,1,,
MGC5,15/9/22,PM,0,0,0,1,,
MGC6,15/9/22,AM,1,0,0,1,,
MGC6,15/9/22,PM,1,0,0,1,,
MGC1,16/9/22,AM,0,1,0,1,,
MGC1,16/9/22,PM,0,1,0,NA,,
MGC2,16/9/22,AM,0,0,1,1,,
MGC2,16/9/22,PM,0,0,1,NA,,
MGC3,16/9/22,AM,0,0,0,1,,
MGC3,16/9/22,PM,0,0,0,NA,,
MGC4,16/9/22,AM,0,0,0,1,,
MGC4,16/9/22,PM,0,0,1,NA,,
MGC5,16/9/22,AM,0,0,1,1,,
MGC5,16/9/22,PM,0,0,1,NA,,
MGC6,16/9/22,AM,0,0,0,1,,
MGC6,16/9/22,PM,0,0,0,NA,,
MGC1,17/9/22,AM,1,0,0,1,0,
MGC1,17/9/22,PM,1,1,0,0,0,
MGC2,17/9/22,AM,0,0,1,1,1,
MGC2,17/9/22,PM,0,0,1,1,0,
MGC3,17/9/22,AM,0,0,1,1,1,
MGC3,17/9/22,PM,0,0,1,1,0,
MGC4,17/9/22,AM,0,0,1,1,1,
MGC4,17/9/22,PM,0,0,1,1,0,
MGC5,17/9/22,AM,0,0,1,1,0,
MGC5,17/9/22,PM,0,0,1,1,0,
MGC6,17/9/22,AM,0,0,1,1,0,
MGC6,17/9/22,PM,0,0,1,1,0,
MGC1,18/9/22,AM,1,1,0,0,,
MGC1,18/9/22,PM,NA,NA,NA,NA,,
MGC2,18/9/22,AM,0,0,1,1,,
MGC2,18/9/22,PM,NA,NA,NA,NA,,
MGC3,18/9/22,AM,0,0,1,1,,
MGC3,18/9/22,PM,NA,NA,NA,NA,,
MGC4,18/9/22,AM,0,0,1,1,,
MGC4,18/9/22,PM,NA,NA,NA,NA,,
MGC5,18/9/22,AM,0,0,1,1,,
MGC5,18/9/22,PM,NA,NA,NA,NA,,
MGC6,18/9/22,AM,0,0,1,1,,
MGC6,18/9/22,PM,NA,NA,NA,NA,,
MGC1,19/9/22,AM,1,1,0,0,,
MGC1,19/9/22,PM,1,1,0,0,,
MGC2,19/9/22,AM,0,0,0,1,,
MGC2,19/9/22,PM,0,0,0,1,,
MGC3,19/9/22,AM,0,0,1,1,,
MGC3,19/9/22,PM,0,0,1,1,,
MGC4,19/9/22,AM,0,0,0,1,,
MGC4,19/9/22,PM,0,0,1,1,,
MGC5,19/9/22,AM,0,0,0,1,,
MGC5,19/9/22,PM,0,0,1,1,,
MGC6,19/9/22,AM,0,0,0,0,,
MGC6,19/9/22,PM,0,0,1,1,,
MGC1,20/9/22,AM,1,1,0,0,,
MGC1,20/9/22,PM,1,1,0,0,,
MGC2,20/9/22,AM,0,0,0,1,,
MGC2,20/9/22,PM,0,0,1,1,,
MGC3,20/9/22,AM,0,0,0,1,,
MGC3,20/9/22,PM,0,0,1,1,,
MGC4,20/9/22,AM,0,0,1,1,,
MGC4,20/9/22,PM,0,0,1,1,,
MGC5,20/9/22,AM,0,0,1,1,,
MGC5,20/9/22,PM,0,0,1,1,,
MGC6,20/9/22,AM,0,0,1,1,,
MGC6,20/9/22,PM,0,0,1,1,,
MGC1,21/9/22,AM,1,1,0,0,,
MGC1,21/9/22,PM,1,1,0,0,,
MGC2,21/9/22,AM,0,0,0,1,,
MGC2,21/9/22,PM,0,0,1,0,,
MGC3,21/9/22,AM,0,0,1,1,,
MGC3,21/9/22,PM,0,0,1,1,,
MGC4,21/9/22,AM,0,0,1,1,,
MGC4,21/9/22,PM,0,0,1,1,,
MGC5,21/9/22,AM,0,0,1,1,,
MGC5,21/9/22,PM,0,0,1,1,,
MGC6,21/9/22,AM,0,0,1,1,,
MGC6,21/9/22,PM,0,0,1,1,,
MGC1,22/9/22,AM,0,1,0,0,0,
MGC1,22/9/22,PM,0,0,0,0,0,
MGC2,22/9/22,AM,0,0,0,0,0,
MGC2,22/9/22,PM,0,0,0,1,0,
MGC3,22/9/22,AM,0,0,1,1,1,
MGC3,22/9/22,PM,0,0,1,1,1,
MGC4,22/9/22,AM,0,0,1,1,1,
MGC4,22/9/22,PM,0,0,1,1,0,
MGC5,22/9/22,AM,0,0,1,1,0,
MGC5,22/9/22,PM,0,0,1,1,0,
MGC6,22/9/22,AM,0,0,1,1,1,
MGC6,22/9/22,PM,0,0,1,1,1,
MGC1,23/9/22,AM,1,1,0,0,,
MGC1,23/9/22,PM,1,0,0,0,,
MGC2,23/9/22,AM,0,0,0,0,,
MGC2,23/9/22,PM,0,0,1,1,,
MGC3,23/9/22,AM,0,0,1,1,,
MGC3,23/9/22,PM,0,0,1,1,,
MGC4,23/9/22,AM,0,0,1,1,,
MGC4,23/9/22,PM,0,0,1,1,,
MGC5,23/9/22,AM,0,0,1,1,,
MGC5,23/9/22,PM,0,0,1,1,,
MGC6,23/9/22,AM,0,0,1,1,,
MGC6,23/9/22,PM,0,0,1,1,,
MGC1,24/9/22,AM,1,1,0,0,,
MGC1,24/9/22,PM,0,0,0,0,,
MGC2,24/9/22,AM,0,0,1,1,,
MGC2,24/9/22,PM,0,0,1,1,,
MGC3,24/9/22,AM,0,0,1,1,,
MGC3,24/9/22,PM,0,0,1,1,,
MGC4,24/9/22,AM,0,0,1,1,,
MGC4,24/9/22,PM,0,0,1,1,,
MGC5,24/9/22,AM,0,0,1,1,,
MGC5,24/9/22,PM,0,0,1,1,,
MGC6,24/9/22,AM,0,0,1,1,,
MGC6,24/9/22,PM,0,0,0,1,,
MGC1,25/9/22,AM,1,0,0,0,,
MGC1,25/9/22,PM,1,1,0,0,,
MGC2,25/9/22,AM,0,0,1,1,,
MGC2,25/9/22,PM,0,0,0,1,,
MGC3,25/9/22,AM,0,0,1,1,,
MGC3,25/9/22,PM,0,0,0,1,,
MGC4,25/9/22,AM,0,0,1,1,,
MGC4,25/9/22,PM,0,0,0,1,,
MGC5,25/9/22,AM,0,0,1,1,,
MGC5,25/9/22,PM,0,0,0,1,,
MGC6,25/9/22,AM,0,0,0,1,,
MGC6,25/9/22,PM,0,0,0,1,,
MGC1,26/9/22,AM,0,1,0,0,,
MGC1,26/9/22,PM,0,1,0,0,,
MGC2,26/9/22,AM,0,0,0,0,,
MGC2,26/9/22,PM,0,0,0,1,,
MGC3,26/9/22,AM,0,0,0,0,,
MGC3,26/9/22,PM,0,0,0,1,,
MGC4,26/9/22,AM,0,0,0,0,,
MGC4,26/9/22,PM,0,0,0,1,,
MGC5,26/9/22,AM,0,0,0,0,,
MGC5,26/9/22,PM,0,0,0,1,,
MGC6,26/9/22,AM,0,0,0,0,,
MGC6,26/9/22,PM,0,0,0,1,,
MGC1,27/9/22,AM,NA,NA,NA,NA,,
MGC1,27/9/22,PM,1,1,0,0,,
MGC2,27/9/22,AM,NA,NA,NA,NA,,
MGC2,27/9/22,PM,0,0,1,1,,
MGC3,27/9/22,AM,NA,NA,NA,NA,,
MGC3,27/9/22,PM,0,0,0,1,,
MGC4,27/9/22,AM,NA,NA,NA,NA,,
MGC4,27/9/22,PM,0,0,1,1,,
MGC5,27/9/22,AM,NA,NA,NA,NA,,
MGC5,27/9/22,PM,0,0,0,1,,
MGC6,27/9/22,AM,NA,NA,NA,NA,,
MGC6,27/9/22,PM,0,0,1,1,,
MGC1,28/9/22,AM,1,1,0,0,,
MGC1,28/9/22,PM,0,0,0,1,,
MGC2,28/9/22,AM,0,0,1,1,,
MGC2,28/9/22,PM,0,0,1,1,,
MGC3,28/9/22,AM,0,0,0,1,,
MGC3,28/9/22,PM,0,0,1,1,,
MGC4,28/9/22,AM,0,0,1,1,,
MGC4,28/9/22,PM,0,0,1,1,,
MGC5,28/9/22,AM,0,0,0,1,,
MGC5,28/9/22,PM,0,0,0,0,,
MGC6,28/9/22,AM,1,0,0,0,,
MGC6,28/9/22,PM,0,0,0,1,,
MGC1,29/9/22,AM,1,1,0,20,,
MGC1,29/9/22,PM,1,0,0,20,,
MGC2,29/9/22,AM,0,0,1,10,,
MGC2,29/9/22,PM,0,0,1,10,,
MGC3,29/9/22,AM,0,0,1,20,,
MGC3,29/9/22,PM,0,0,1,20,,
MGC4,29/9/22,AM,0,0,1,20,,
MGC4,29/9/22,PM,0,0,1,20,,
MGC5,29/9/22,AM,0,0,1,60,,
MGC5,29/9/22,PM,0,0,1,60,,
MGC6,29/9/22,AM,0,0,1,20,,
MGC6,29/9/22,PM,0,0,1,20,,
MGC1,30/9/22,AM,1,1,0,20,,
MGC1,30/9/22,PM,0,0,0,NA,,
MGC2,30/9/22,AM,0,0,1,10,,
MGC2,30/9/22,PM,0,0,1,NA,,
MGC3,30/9/22,AM,0,0,1,20,,
MGC3,30/9/22,PM,0,0,1,NA,,
MGC4,30/9/22,AM,0,0,1,20,,
MGC4,30/9/22,PM,0,0,1,NA,,
MGC5,30/9/22,AM,0,0,1,60,,
MGC5,30/9/22,PM,0,0,1,NA,,
MGC6,30/9/22,AM,0,0,1,20,,
MGC6,30/9/22,PM,0,0,1,NA,,
MGC1,1/10/22,AM,0,0,0,10,,
MGC1,1/10/22,PM,0,0,1,NA,,
MGC2,1/10/22,AM,0,0,1,10,,
MGC2,1/10/22,PM,0,0,1,NA,,
MGC3,1/10/22,AM,0,0,1,30,,
MGC3,1/10/22,PM,0,0,1,NA,,
MGC4,1/10/22,AM,0,0,1,20,,
MGC4,1/10/22,PM,0,0,1,NA,,
MGC5,1/10/22,AM,0,0,1,60,,
MGC5,1/10/22,PM,0,0,1,NA,,
MGC6,1/10/22,AM,0,0,1,20,,
MGC6,1/10/22,PM,0,0,1,NA,,
MGC1,2/10/22,AM,0,0,1,10,,
MGC1,2/10/22,PM,0,0,1,10,,
MGC2,2/10/22,AM,0,0,1,10,,
MGC2,2/10/22,PM,0,0,1,10,,
MGC3,2/10/22,AM,0,0,1,10,,
MGC3,2/10/22,PM,0,0,1,NA,,
MGC4,2/10/22,AM,0,0,1,20,,
MGC4,2/10/22,PM,0,0,1,NA,,
MGC5,2/10/22,AM,0,0,0,70,,
MGC5,2/10/22,PM,0,0,0,NA,,
MGC6,2/10/22,AM,0,0,1,20,,
MGC6,2/10/22,PM,0,0,1,NA,,
MGC1,3/10/22,AM,0,0,1,10,,
MGC1,3/10/22,PM,0,0,1,10,,
MGC2,3/10/22,AM,0,0,1,10,,
MGC2,3/10/22,PM,0,0,1,10,,
MGC3,3/10/22,AM,0,0,1,10,,
MGC3,3/10/22,PM,0,0,1,10,,
MGC4,3/10/22,AM,0,0,1,20,,
MGC4,3/10/22,PM,0,0,1,20,,
MGC5,3/10/22,AM,0,0,1,80,,
MGC5,3/10/22,PM,0,0,1,80,,
MGC6,3/10/22,AM,0,0,1,20,,
MGC6,3/10/22,PM,0,0,1,20,,
MGC1,6/10/22,AM,0,0,1,10,0,
MGC1,6/10/22,PM,0,0,1,10,1,
MGC2,6/10/22,AM,0,0,1,10,0,
MGC2,6/10/22,PM,0,0,1,10,1,
MGC3,6/10/22,AM,0,0,1,20,0,
MGC3,6/10/22,PM,0,0,1,20,1,
MGC4,6/10/22,AM,0,0,1,40,0,
MGC4,6/10/22,PM,0,0,1,20,1,
MGC5,6/10/22,AM,0,0,0,60,0,
MGC5,6/10/22,PM,0,0,1,70,1,
MGC6,6/10/22,AM,0,0,1,20,0,
MGC6,6/10/22,PM,0,0,1,20,1,
MGC1,7/10/22,AM,0,0,1,20,,
MGC1,7/10/22,PM,0,0,1,20,,
MGC2,7/10/22,AM,0,0,1,10,,
MGC2,7/10/22,PM,0,0,1,10,,
MGC3,7/10/22,AM,0,0,1,20,,
MGC3,7/10/22,PM,0,0,1,20,,
MGC4,7/10/22,AM,0,0,1,20,,
MGC4,7/10/22,PM,0,0,1,20,,
MGC5,7/10/22,AM,0,0,1,60,,
MGC5,7/10/22,PM,0,0,1,60,,
MGC6,7/10/22,AM,0,0,1,20,,
MGC6,7/10/22,PM,0,0,1,20,,
