Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Mandai,2020,10,1,    23.0,    19.6,    20.8,    20.8,-,-,-,-,-
Mandai,2020,10,2,     2.2,     2.2,     2.2,     2.2,-,-,-,-,-
Mandai,2020,10,3,    12.8,     6.0,    11.2,    14.4,-,-,-,-,-
Mandai,2020,10,4,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,5,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,6,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,7,     7.4,     4.8,     6.6,     7.2,-,-,-,-,-
Mandai,2020,10,8,    12.2,     5.6,     6.4,     7.6,-,-,-,-,-
Mandai,2020,10,9,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,10,     4.4,     3.6,     4.0,     4.4,-,-,-,-,-
Mandai,2020,10,11,    11.8,     5.8,     6.8,     9.4,-,-,-,-,-
Mandai,2020,10,12,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,13,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,14,     4.8,     3.2,     3.8,     4.2,-,-,-,-,-
Mandai,2020,10,15,     1.4,     0.8,     1.0,     1.2,-,-,-,-,-
Mandai,2020,10,16,     3.8,     3.6,     3.6,     3.6,-,-,-,-,-
Mandai,2020,10,17,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,18,    11.6,    11.4,    11.6,    11.6,-,-,-,-,-
Mandai,2020,10,19,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,20,     1.0,     1.0,     1.0,     1.0,-,-,-,-,-
Mandai,2020,10,21,    13.4,    11.6,    12.8,    13.2,-,-,-,-,-
Mandai,2020,10,22,     9.8,     2.6,     4.6,     6.4,-,-,-,-,-
Mandai,2020,10,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,24,     1.2,     0.8,     1.0,     1.0,-,-,-,-,-
Mandai,2020,10,25,    17.4,    14.6,    16.0,    16.8,-,-,-,-,-
Mandai,2020,10,26,     3.0,     1.4,     1.8,     3.0,-,-,-,-,-
Mandai,2020,10,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,28,    18.6,    18.2,    18.6,    18.6,-,-,-,-,-
Mandai,2020,10,29,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Mandai,2020,10,30,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2020,10,31,    48.4,    23.2,    29.6,    30.4,-,-,-,-,-
