Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Mandai,2021,4,1,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2021,4,2,    71.4,    53.8,    68.4,    69.8,-,-,-,-,-
Mandai,2021,4,3,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Mandai,2021,4,4,     2.6,     1.6,     1.8,     1.8,-,-,-,-,-
Mandai,2021,4,5,    40.2,    34.2,    37.6,    39.4,-,-,-,-,-
Mandai,2021,4,6,    18.8,    15.4,    16.2,    17.2,-,-,-,-,-
Mandai,2021,4,7,     0.4,     0.4,     0.4,     0.4,-,-,-,-,-
Mandai,2021,4,8,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Mandai,2021,4,9,    10.4,     8.4,    10.2,    10.4,-,-,-,-,-
Mandai,2021,4,10,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2021,4,11,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2021,4,12,     0.8,     0.6,     0.8,     0.8,-,-,-,-,-
Mandai,2021,4,13,     6.4,     2.4,     4.6,     4.6,-,-,-,-,-
Mandai,2021,4,14,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Mandai,2021,4,15,    24.2,    17.0,    18.2,    19.4,-,-,-,-,-
Mandai,2021,4,16,     0.2,     0.2,     0.2,     0.2,-,-,-,-,-
Mandai,2021,4,17,    61.8,    23.0,    28.0,    42.4,-,-,-,-,-
Mandai,2021,4,18,    40.4,    27.4,    37.8,    40.2,-,-,-,-,-
Mandai,2021,4,19,    22.2,    21.2,    22.0,    22.0,-,-,-,-,-
Mandai,2021,4,20,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2021,4,21,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2021,4,22,    20.8,    14.8,    15.8,    16.6,-,-,-,-,-
Mandai,2021,4,23,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2021,4,24,    11.0,     3.4,     6.2,     9.2,-,-,-,-,-
Mandai,2021,4,25,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2021,4,26,    82.4,    43.4,    55.8,    56.0,-,-,-,-,-
Mandai,2021,4,27,     0.0,     0.0,     0.0,     0.0,-,-,-,-,-
Mandai,2021,4,28,    33.6,    29.4,    33.4,    33.6,-,-,-,-,-
Mandai,2021,4,29,    24.8,    12.8,    22.0,    24.8,-,-,-,-,-
Mandai,2021,4,30,    13.0,     9.2,    11.0,    11.0,-,-,-,-,-
